Category,Name,Key,Parents,ParentsHidden,Siblings,PermWarp,StickyWarp,Tag,ItemTrigger,EntityTrigger,AspectTrigger
ALCHEMY,Gold Purification,PUREGOLD,PUREIRON,,,0,0,3xMetallum;2xOrdo;1xLucrum,,,
ALCHEMY,Essentia Distillation,DISTILESSENTIA,NITOR;ALUMENTUM,,JARLABEL;thaumicenergistics.Pseudo.DISTILESSENTIA,0,0,3xPraecantatio;3xAqua;3xLimus,,,
ALCHEMY,Glass Phial,PHIAL,,,,0,0,,,,
ALCHEMY,Advanced Essentia Tubes,TUBEFILTER,TUBES,,thaumicenergistics.Pseudo.TUBEFILTER,0,0,3xAqua;3xPraecantatio;3xPermutatio;3xOrdo,,,
ALCHEMY,Lead Purification,PURELEAD,PUREIRON,,,0,0,3xMetallum;3xOrdo,,,
ALCHEMY,Magical Metallurgy,THAUMIUM,CRUCIBLE,,,0,0,3xMetallum;3xPraecantatio,,,Metallum
ALCHEMY,Lead Transmutation,TRANSLEAD,TRANSIRON,,,0,0,3xMetallum;2xPermutatio;1xOrdo,,,
ALCHEMY,Gold Transmutation,TRANSGOLD,TRANSIRON,,,0,0,3xMetallum;3xPermutatio,,,
ALCHEMY,Copper Purification,PURECOPPER,PUREIRON,,,0,0,3xMetallum;2xOrdo;1xPermutatio,,,
ALCHEMY,Warded Jars and Labels,JARLABEL,DISTILESSENTIA,,GADOMANCY.PSEUDO.JARLABEL,0,0,,,,
ARTIFICE,Amulet of Emergency Shielding,RUNICEMERGENCY,RUNICARMOR,,,0,0,3xPraecantatio;3xTutamen;4xTerra;4xVacuos,,,
ARTIFICE,Goggles of Revealing,GOGGLES,THAUMOMETER,,,0,0,3xSensus;3xAuram;3xPraecantatio,,,
ARTIFICE,Enchanted Fabric,ENCHFABRIC,,,,0,0,3xPannus;3xPraecantatio,,,
ARTIFICE,Pickaxe of the Core,ELEMENTALPICK,THAUMIUM;INFUSION,,,0,0,3xInstrumentum;3xIgnis;3xSensus,,,
ARTIFICE,Axe of the Stream,ELEMENTALAXE,THAUMIUM;INFUSION,,,0,0,3xInstrumentum;3xAqua;3xMotus,,,
ARTIFICE,Table,TABLE,,,,0,0,,,,
ARTIFICE,Infernal Furnace,INFERNALFURNACE,NITOR;ALUMENTUM,,,1,1,6xIgnis;3xMetallum;3xFabrico;3xAuram,,,
ARTIFICE,Banners ,BANNERS,,,,0,0,3xSensus;3xPannus;1xPraecantatio,1xtile.blockWoodenDevice@8,,
ARTIFICE,Shovel of the Earthmover,ELEMENTALSHOVEL,THAUMIUM;INFUSION,,,0,0,3xInstrumentum;3xTerra;3xFabrico,,,
ARTIFICE,Arcane Levitator,LEVITATOR,NITOR,,,0,0,3xMotus;3xVolatus;3xAer,,,
ARTIFICE,Thaumostatic Girdle,HOVERGIRDLE,HOVERHARNESS,,,0,0,6xVolatus;3xIter;3xAer;6xMotus,,,Volatus
ARTIFICE,Warded Arcana,WARDEDARCANA,THAUMIUM,,thaumicenergistics.Pseudo.WARDEDARCANA,0,0,6xInstrumentum;3xCognitio;3xMachina;3xTutamen,,,
ARTIFICE,Basic Artifacing,BASICARTIFACE,,,,0,0,,,,
ARTIFICE,Flux Scrubber ,FLUXSCRUB,VISPOWER;BELLOWS;TUBES,INFUSION,,0,0,3xPraecantatio;3xVinculum;3xAer;3xAqua,,,
ARTIFICE,Thaumometer,THAUMOMETER,,,,0,0,,,,
ARTIFICE,Boots of the Traveler,BOOTSTRAVELLER,ENCHFABRIC;INFUSION,,,0,0,3xIter;3xTerra;3xVolatus;3xAqua,,,
ARTIFICE,Research Table,RESTABLE,TABLE,,,0,0,,,,
ARTIFICE,Essentia Mirrors,MIRRORESSENTIA,MIRROR,,,0,0,6xIter;3xAlienis;3xAqua;3xPraecantatio,,,
ARTIFICE,Primal Arrows,PRIMALARROW,BONEBOW,,,0,0,3xTelum;3xAer;3xIgnis;3xAqua;3xTerra;3xOrdo;3xPerditio,,,
ARTIFICE,Arcane Ear,ARCANEEAR,GOGGLES,,,0,0,3xSensus;3xPotentia;3xAer,,,
ARTIFICE,Item Grate,GRATE,,,,0,0,,,,
ARTIFICE,Charged Ring of Shielding,RUNICCHARGED,RUNICARMOR,,,0,0,3xPraecantatio;3xTutamen;6xPotentia,,,
ARTIFICE,Revitalizing Ring of Shielding,RUNICHEALING,RUNICARMOR,,,0,0,3xPraecantatio;3xTutamen;4xSano;4xAqua,,,
ARTIFICE,Thaumostatic Harness,HOVERHARNESS,BOOTSTRAVELLER,,,0,0,6xVolatus;6xIter;6xAer;3xMachina,,,
ARTIFICE,Mirror Magic,MIRROR,INFUSION,,thaumicenergistics.Pseudo.MIRROR,0,0,6xIter;3xAlienis;3xTenebrae;3xVitreus,1xitem.enderPearl@0;1xtile.portal@32767;1xtile.null@32767;1xtile.endPortalFrame@32767,Enderman,
ARTIFICE,Lamp of Growth,LAMPGROWTH,ARCANELAMP;INFUSION,,,0,0,3xLux;6xHerba;3xVictus;3xMessis,,,Lux;Messis
ARTIFICE,Grinning Devil Faceplate,MASKGRINNINGDEVIL,ARMORFORTRESS,,,0,0,5xSano;5xCognitio;3xTutamen,,,
ARTIFICE,Hoe of Growth,ELEMENTALHOE,THAUMIUM;INFUSION,,,0,0,3xInstrumentum;3xVictus;3xMessis,,,
ARTIFICE,Magical Hand Mirror,MIRRORHAND,MIRROR,,,0,0,6xInstrumentum;3xAlienis;3xVitreus;3xIter,,,
ARTIFICE,Arcane Worktable,ARCTABLE,TABLE,,,0,0,,,,
ARTIFICE,Infusion,INFUSION,DISTILESSENTIA,,thaumicenergistics.Pseudo.INFUSION,0,0,6xPraecantatio;3xMachina;6xFabrico,,,
ARTIFICE,Kinetic Girdle of Shielding,RUNICKINETIC,RUNICARMOR,,,0,0,3xPraecantatio;3xTutamen;6xAer,,,
ARTIFICE,Paving Stone of Warding,PAVEWARD,ARCANESTONE,,,0,0,3xMotus;3xVinculum;3xBestia,,,
ARTIFICE,Angry Ghost Faceplate,MASKANGRYGHOST,ARMORFORTRESS,,,1,1,5xPerditio;5xMortuus;3xTutamen,,,
ARTIFICE,Sipping Fiend Faceplate,MASKSIPPINGFIEND,ARMORFORTRESS,,,1,1,5xExanimis;5xVictus;3xTutamen,,,
ARTIFICE,Arcane Lamp,ARCANELAMP,NITOR,,,0,0,3xLux;3xSensus;3xTenebrae,,,
ARTIFICE,Thaumium Fortress Armor,ARMORFORTRESS,THAUMIUM;INFUSIONENCHANTMENT,,TMARMORFORTRESS,0,0,3xMetallum;5xTutamen;5xFabrico,,,Tutamen
ARTIFICE,Arcane Bellows,BELLOWS,INFERNALFURNACE,,GADOMANCY.PSEUDO.BELLOWS,0,0,6xAer;3xMachina;3xMotus,,,
ARTIFICE,Helm of Revealing,HELMGOGGLES,ARMORFORTRESS,GOGGLES,,0,0,5xSensus;3xAuram;3xTutamen,,,
ARTIFICE,Runic Shielding,RUNICARMOR,ENCHFABRIC,INFUSION,,0,0,6xTutamen;3xAer;3xPraecantatio;3xPotentia;3xCognitio,,,
ARTIFICE,Runic Shielding Augmentation,RUNICAUGMENTATION,RUNICARMOR,,,0,0,3xPraecantatio;3xTutamen;4xPermutatio;4xLucrum,,,
ARTIFICE,Lamp of Fertility,LAMPFERTILITY,ARCANELAMP;INFUSION,,,0,0,6xBestia;6xVictus;3xLux,,,Lux;Victus
ARTIFICE,Bone Bow,BONEBOW,,,,0,0,3xTelum;3xAer;3xMotus,1xitem.bow@32767;1xitem.bone@0,,
ARTIFICE,Arcane Stone,ARCANESTONE,,,,0,0,,,,
ARTIFICE,Sinister Lodestone ,SINSTONE,GOGGLES,,,1,1,3xSensus;3xTenebrae;3xAlienis;3xAuram,,,
ARTIFICE,Sword of the Zephyr,ELEMENTALSWORD,THAUMIUM;INFUSION,,,0,0,3xTelum;3xAer;3xPotentia,,,
ARTIFICE,Paving Stone of Travel,PAVETRAVEL,ARCANESTONE,,,0,0,3xIter;3xTerra;3xVolatus,,,
ARTIFICE,Brain in a Jar,JARBRAIN,INFUSION,,,2,1,3xFames;3xCognitio;3xExanimis;3xLucrum,1xitem.ItemResource@3,Thaumcraft.BrainyZombie;Thaumcraft.GiantBrainyZombie,
ARTIFICE,Arcane Bore,ARCANEBORE,FOCUSEXCAVATION;INFUSION,,,0,0,6xPerfodio;3xMotus;3xMachina;3xInstrumentum,,,
ARTIFICE,Infusion Enchantment,INFUSIONENCHANTMENT,JARBRAIN,,GADOMANCY.PSEUDO.INFUSIONENCHANTMENT,0,0,6xPraecantatio;3xCognitio;3xTelum;3xTutamen;3xInstrumentum,,,
GOLEMANCY,Clay Golems,GOLEMCLAY,GOLEMWOOD,,,0,0,6xSpiritus;6xMotus;3xTerra;3xPermutatio,,,
GOLEMANCY,Golem Upgrade: Water,UPGRADEWATER,GOLEMBELL,,,0,0,6xAqua;3xSensus,,,
GOLEMANCY,Hungry Chest,HUNGRYCHEST,,,,0,0,3xFames;3xVacuos,,,
GOLEMANCY,Tallow Golems,GOLEMTALLOW,GOLEMCLAY;TALLOW,,GADOMANCY.PSEUDO.GOLEMTALLOW,0,0,3xSpiritus;3xMotus;3xCorpus;3xPraecantatio;3xPermutatio,,,
GOLEMANCY,Wooden Golems,GOLEMWOOD,GOLEMSTRAW,,,0,0,4xSpiritus;4xMotus;3xArbor;3xPermutatio,,,
GOLEMANCY,Flesh Golems,GOLEMFLESH,GOLEMWOOD,,,2,1,7xSpiritus;7xMotus;6xCorpus;3xPermutatio,,,
GOLEMANCY,Golem Upgrade: Earth,UPGRADEEARTH,GOLEMBELL,,,0,0,6xTerra;3xVictus,,,
GOLEMANCY,Golem Dart Launcher,TINYDART,,,,0,0,1xVolatus;2xTelum;1xLucrum,,,Telum
GOLEMANCY,Golem Upgrade: Fire,UPGRADEFIRE,GOLEMBELL,,,0,0,6xIgnis;3xPotentia,,,
GOLEMANCY,Golem Upgrade: Entropy,UPGRADEENTROPY,GOLEMBELL,,,0,0,6xPerditio;3xCognitio,,,
GOLEMANCY,Golem Core: Use,COREUSE,COREEMPTY;INFUSION,,thaumicenergistics.Pseudo.COREUSE,0,0,3xInstrumentum;3xPermutatio;3xMachina;3xHumanus,,,
GOLEMANCY,Golem Mace,TINYHAMMER,,,,0,0,1xMetallum;2xTelum;1xLucrum,,,Telum
GOLEMANCY,Traveling Trunk,TRAVELTRUNK,INFUSION;GOLEMWOOD,,,0,0,3xSpiritus;3xIter;3xArbor;3xVacuos,,,
GOLEMANCY,Tiny Bowties,TINYBOWTIE,,,,0,0,2xPannus;1xIter;1xLucrum,1xtile.cloth@32767,,Pannus
GOLEMANCY,Golemancer's Bell,GOLEMBELL,GOLEMSTRAW,,,0,0,,,,
GOLEMANCY,Golem Core: Sorting,CORESORTING,COREEMPTY;COREFILL;INFUSION,,,0,0,3xVacuos;3xPermutatio;3xLucrum;3xFames,,,
GOLEMANCY,Thaumium Golems,GOLEMTHAUMIUM,GOLEMIRON;THAUMIUM,,,0,0,10xSpiritus;10xMotus;3xMetallum;3xPraecantatio;3xPermutatio,,,
GOLEMANCY,Tiny Hats,TINYHAT,,,,0,0,2xPannus;1xVictus;1xLucrum,1xtile.cloth@32767,,Pannus
GOLEMANCY,Tiny Fezzes,TINYFEZ,,,,0,0,2xPannus;1xPotentia;1xLucrum,1xtile.cloth@32767,,Pannus
GOLEMANCY,Golem Core: Chop,CORELUMBER,COREHARVEST;ELEMENTALAXE,,,0,0,6xArbor;3xMeto;3xInstrumentum;3xPotentia,,,
GOLEMANCY,Tiny Spectacles,TINYGLASSES,,,,0,0,2xPannus;1xSensus;1xLucrum,1xtile.cloth@32767,,Pannus
GOLEMANCY,Golem Visor,TINYVISOR,,,,0,0,1xSensus;2xTutamen;1xLucrum,,,Tutamen
GOLEMANCY,Golem Upgrade: Air,UPGRADEAIR,GOLEMBELL,,,0,0,6xAer;3xMotus,,,
GOLEMANCY,Golem Core: Fishing,COREFISHING,COREHARVEST;INFUSION,,,0,0,3xAqua;3xMeto;3xBestia;3xFames,,,
GOLEMANCY,Golem Core: Gather,COREGATHER,GOLEMSTRAW,,thaumicenergistics.Pseudo.COREGATHER,0,0,,,,
GOLEMANCY,Golem Core: Harvest,COREHARVEST,COREGATHER,,GADOMANCY.PSEUDO.COREHARVEST,0,0,6xMeto;3xMessis;3xIter,,,
GOLEMANCY,Golem Core: Butcher,COREBUTCHER,COREGUARD;COREHARVEST,,,1,1,3xTelum;3xBestia;3xSensus;3xMeto,,,
GOLEMANCY,Golem Core: Guard,COREGUARD,COREGATHER,,GADOMANCY.PSEUDO.COREGUARD,0,0,3xTelum;3xVinculum;3xSensus,,,
GOLEMANCY,Advanced Golems,ADVANCEDGOLEM,INFUSION;UPGRADEAIR;UPGRADEEARTH;UPGRADEFIRE;UPGRADEWATER;UPGRADEORDER;UPGRADEENTROPY,,,3,2,3xVictus;3xPotentia;6xCognitio;3xSensus,,,
GOLEMANCY,Golem Iron Plating,TINYARMOR,,,,0,0,1xMetallum;2xTutamen;1xLucrum,,,Tutamen
GOLEMANCY,Golem Core: Fill,COREFILL,COREGATHER,,,0,0,3xFames;3xPermutatio;3xVacuos,,,
GOLEMANCY,Golem Fetter,GOLEMFETTER,GOLEMSTONE,,,0,0,3xVinculum;3xMachina,,,
GOLEMANCY,Straw Golems,GOLEMSTRAW,HUNGRYCHEST,,COREGATHER;GOLEMBELL,0,0,3xSpiritus;3xMotus;3xMessis;3xPermutatio,,,
GOLEMANCY,Golem Core: Alchemy,COREALCHEMY,CORELIQUID;INFUSION,,,0,0,3xAqua;3xIter;3xPraecantatio;3xPotentia,,,
GOLEMANCY,Stone Golems,GOLEMSTONE,GOLEMCLAY,,,0,0,6xSpiritus;6xMotus;3xTerra;3xPermutatio,,,
GOLEMANCY,Iron Golems,GOLEMIRON,GOLEMSTONE,,,0,0,9xSpiritus;9xMotus;3xMetallum;3xPermutatio,,,
GOLEMANCY,Golem Core: Decanting,CORELIQUID,COREFILL,,,0,0,3xAqua;3xPermutatio;3xIter,,,
GOLEMANCY,Golem Core: Empty,COREEMPTY,COREGATHER,,,0,0,3xVacuos;3xPermutatio;3xLucrum,,,
GOLEMANCY,Golem Upgrade: Order,UPGRADEORDER,GOLEMBELL,,,0,0,6xOrdo;3xCognitio,,,
ELDRITCH,Eldritch Revelation,ELDRITCHMAJOR,,,TMELDRITCHMAJOR,0,0,,,,
ELDRITCH,Advanced Alchemical Furnace ,ADVALCHEMYFURNACE,PRIMPEARL;DISTILESSENTIA;VISPOWER,,,0,0,1xAuram;1xPraecantatio;1xOrdo;1xPerditio,,,
ELDRITCH,Void Thaumaturge Robes,ARMORVOIDFORTRESS,VOIDMETAL;ENCHFABRIC;ELDRITCHMAJOR,,,0,0,5xTutamen;3xAlienis;3xPannus;3xTenebrae;5xVacuos,,,
ELDRITCH,Eldritch Epiphany,ELDRITCHMINOR,,,,0,0,,,,
ELDRITCH,The Outer Lands ,ENTEROUTER,OCULUS,,,0,0,,,,
ELDRITCH,Wand Focus: Primal,FOCUSPRIMAL,ELDRITCHMINOR,,,1,1,6xAer;6xAqua;6xIgnis;6xTerra;6xOrdo;6xPerditio;6xPraecantatio,,,
ELDRITCH,Advanced Essentia Storage ,ESSENTIARESERVOIR,VOIDMETAL;CENTRIFUGE;INFUSION,,GADOMANCY.PSEUDO.ESSENTIARESERVOIR,0,0,5xAqua;8xVacuos;3xPermutatio;5xPraecantatio,,,
ELDRITCH,Sanity Check,SANITYCHECK,ELDRITCHMINOR,,,0,0,5xCognitio;3xAlienis;5xSensus,,,
ELDRITCH,Akashic Records,AKASHIC,BIG_PEARL,,,0,0,8xTerminus;16xCognitio,,,
